1;-1;2;
0.99;-0.98;1.94;
0.9802;-0.9606;1.88239;
0.970594;-0.941776;1.82704;
0.961176;-0.923506;1.77385;
0.951941;-0.905767;1.72271;
0.942884;-0.88854;1.67353;
0.933998;-0.871805;1.62621;
0.92528;-0.855543;1.58066;
0.916725;-0.839736;1.5368;
0.908327;-0.824368;1.49455;
0.900084;-0.809423;1.45384;
0.891989;-0.794884;1.4146;
0.884041;-0.780738;1.37676;
0.876233;-0.766971;1.34027;
0.868563;-0.753568;1.30505;
0.861028;-0.740518;1.27106;
0.853623;-0.727807;1.23825;
0.846344;-0.715424;1.20655;
0.83919;-0.703359;1.17593;
0.832157;-0.6916;1.14634;
0.825241;-0.680136;1.11774;
0.818439;-0.668959;1.09007;
0.81175;-0.658058;1.06332;
0.805169;-0.647425;1.03743;
0.798695;-0.63705;1.01238;
0.792324;-0.626927;0.988131;
0.786055;-0.617045;0.964649;
0.779885;-0.607399;0.941904;
0.773811;-0.59798;0.91987;
0.767831;-0.588781;0.898517;
0.761943;-0.579796;0.87782;
0.756145;-0.571018;0.857753;
0.750435;-0.56244;0.838293;
0.744811;-0.554057;0.819416;
0.73927;-0.545863;0.801102;
0.733811;-0.537852;0.783328;
0.728433;-0.530019;0.766076;
0.723133;-0.522358;0.749326;
0.717909;-0.514865;0.73306;
0.71276;-0.507534;0.71726;
0.707685;-0.500362;0.701911;
0.702681;-0.493343;0.686995;
0.697748;-0.486473;0.672497;
0.692883;-0.479748;0.658404;
0.688086;-0.473164;0.644701;
0.683354;-0.466717;0.631374;
0.678687;-0.460403;0.61841;
0.674083;-0.454219;0.605798;
0.669541;-0.448161;0.593526;
0.665059;-0.442225;0.581581;
0.660637;-0.43641;0.569953;
0.656273;-0.43071;0.558632;
0.651966;-0.425124;0.547608;
0.647714;-0.419648;0.53687;
0.643518;-0.414279;0.52641;
0.639375;-0.409015;0.516218;
0.635285;-0.403853;0.506286;
0.631247;-0.39879;0.496606;
0.627259;-0.393824;0.48717;
0.62332;-0.388952;0.47797;
0.619431;-0.384172;0.468998;
0.615589;-0.379482;0.460249;
0.611794;-0.37488;0.451714;
0.608046;-0.370363;0.443387;
0.604342;-0.365929;0.435262;
0.600683;-0.361576;0.427333;
0.597067;-0.357303;0.419594;
0.593494;-0.353107;0.412039;
0.589963;-0.348987;0.404663;
0.586473;-0.34494;0.39746;
0.583023;-0.340965;0.390426;
0.579614;-0.337061;0.383555;
0.576243;-0.333226;0.376843;
0.572911;-0.329457;0.370285;
0.569616;-0.325754;0.363877;
0.566359;-0.322116;0.357615;
0.563138;-0.318539;0.351493;
0.559952;-0.315024;0.34551;
0.556802;-0.311569;0.339659;
0.553686;-0.308173;0.333939;
0.550605;-0.304833;0.328344;
0.547556;-0.30155;0.322873;
0.544541;-0.298321;0.317521;
0.541558;-0.295146;0.312285;
0.538606;-0.292023;0.307162;
0.535686;-0.288952;0.302148;
0.532796;-0.28593;0.297242;
0.529937;-0.282958;0.29244;
0.527108;-0.280033;0.28774;
0.524307;-0.277156;0.283138;
0.521536;-0.274324;0.278632;
0.518792;-0.271538;0.27422;
0.516077;-0.268796;0.269899;
0.513389;-0.266097;0.265667;
0.510728;-0.26344;0.261521;
0.508094;-0.260825;0.25746;
0.505485;-0.25825;0.253481;
0.502903;-0.255716;0.249582;
0.500346;-0.25322;0.245761;
